67045001         088428f11800ff00b4
11100216         0b08ecc0072ff02400000400
11100217         0b08ecc0072ff02400000800
11100218         0b08ecc0072ff02400001000
11100219         0b08ecc0072ff02400002000
1110021a         0b08ecc0072ff02400004000
1110021b         0b08ecc0072ff02400008000
1110021c         0b08ecc0072ff02400000001
1110021d         0b08ecc0072ff02400000002
1110021e         0b08ecc0072ff02400000004
1110021f         0b08ecc0072ff02400000008
111002e0         10000002000209080322b02a0000000009083000000000000000
111002e1         10000002000209080322b02e0000000009083000000000000000
111002e2         10000002000209080322b0300000000009083000000000000000
111002e3         10000002000209080322b0310000000009083000000000000000
111002e4         10000002000209080322b0320000000009083000000000000000
111002e5         10000002000209080322b0330000000009083000000000000000
111002e6         10000002000209080322b0350000000009083000000000000000
111002e7         10000002000209080322b0360000000009083000000000000000
111002e8         0908eea0053101af1160
111002e9         0908eea0053101af1140
111002ea         0908eea0053101af11a0
111002eb         0908eea0053101af1180
111002ec         100000020002090802190a000000000009083000000000000000
111002c0         100000020002090803220c8e0000000009083000000000000000
111002c1         100000020002090803220c8f0000000009083000000000000000
111002c2         100000020002090803220c900000000009083000000000000000
111002c3         100000020002090803220c910000000009083000000000000000
111002c4         100000020002090803220c920000000009083000000000000000
111002c5         1000000200020908032255050000000009083000000000000000
111002c6         1000000200020908032255060000000009083000000000000000
111002c7         1000000200020908032255070000000009083000000000000000
111002c8         1000000200020908032255080000000009083000000000000000
111002c9         0908ede0053101fe0001
111002ca         0908ede0053101fe0000
111002cb         0908ede0053101fe0002
111002cc         0908ede0053101fe0003
111002cd         1000000200020908031902220000000009083000000000000000
111002ce         10000002000209080314ffff0000000009083000000000000000
111002cf         1000000200020908032210000000000009083000000000000000
111002d0         1000000200020908032210100000000009083000000000000000
111002d1         1000000200020908032210260000000009083000000000000000
111002d2         1000000200020908032203100000000009083000000000000000
111002d3         1000000200020908032203110000000009083000000000000000
111002d4         1000000200020908032203120000000009083000000000000000
111002d5         1000000200020908032203130000000009083000000000000000
111002d6         1000000200020908032203140000000009083000000000000000
111002d7         1000000200020908032203150000000009083000000000000000
111002d8         1000000200020908032203160000000009083000000000000000
111002d9         1000000200020908032203170000000009083000000000000000
111002da         1000000200020908032203180000000009083000000000000000
111002db         1000000200020908032203190000000009083000000000000000
111002dc         10000002000209080322b02f0000000009083000000000000000
111002dd         10000002000209080322b0110000000009083000000000000000
111002de         10000002000209080322b0200000000009083000000000000000
111002df         10000002000209080322b0210000000009083000000000000000
111002a0         0908f080052f71120302
111002a1         0908f080052f71120301
111002a2         0908f080052fc1100300
111002a3         0908f080052fc1100302
111002a4         0908f080052fc1100301
111002a5         0a08f080062fd140030100
111002a6         0a08f080062fd140030200
111002a7         0a08f080062fd140030300
111002a8         0a08f080062fd140030400
111002a9         0a08f080062fd140030000
111002aa         0a08f080062fd150030100
111002ab         0a08f080062fd150030200
111002ac         0a08f080062fd150030300
111002ad         0a08f080062fd150030400
111002ae         0a08f080062fd150030000
111002af         10000002000209080322f1830000000009083000000000000000
111002b0         10000002000209080322d5100000000009083000000000000000
111002b1         10000002000209080322d5140000000009083000000000000000
111002b2         10000002000209080322e5120000000009083000000000000000
111002b3         10000002000209080321e1010000000009083000000000000000
111002b4         10000002000209080322e0020000000009083000000000000000
111002b5         0a08eca0062fd513030100
111002b6         0a08eca0062fd513030000
111002b7         0a08eca0062fd513030200
111002b8         100000020002090803220c850000000009083000000000000000
111002b9         100000020002090803220c860000000009083000000000000000
111002ba         100000020002090803220c870000000009083000000000000000
111002bb         100000020002090803220c880000000009083000000000000000
111002bc         100000020002090803220c890000000009083000000000000000
111002bd         100000020002090803220c8a0000000009083000000000000000
111002be         100000020002090803220c8b0000000009083000000000000000
111002bf         100000020002090803220c8c0000000009083000000000000000
11100280         0a08f080062f7120030200
11100281         0a08f080062f7120030100
11100282         0a08f080062f7120030000
11100283         0a08f080062f7130034000
11100284         0a08f080062f7130032000
11100285         0a08f080062f7130031000
11100286         0a08f080062f7130030800
11100287         0a08f080062f7130030400
11100288         0a08f080062f7130030200
11100289         0a08f080062f7130030100
1110028a         0a08f080062f7130030000
1110028b         0a08f080062fc120030200
1110028c         0a08f080062fc120030100
1110028d         0908f080052ffe000300
1110028e         0908f080052ffe000302
1110028f         0908f080052ffe000301
11100290         0908f080052ffe010300
11100291         0908f080052ffe010302
11100292         0908f080052ffe010301
11100293         0908f080052ffe020300
11100294         0908f080052ffe020302
11100295         0908f080052ffe020301
11100296         0908f080052ffe030300
11100297         0908f080052ffe030302
11100298         0908f080052ffe030301
11100299         0908f080052f71100300
1110029a         0908f080052f71100302
1110029b         0908f080052f71100301
1110029c         0908f080052f71110300
1110029d         0908f080052f71110302
1110029e         0908f080052f71110301
1110029f         0908f080052f71120300
11100160         10000002000209080322f1030000000009083000000000000000
11100161         10000002000209080322f1040000000009083000000000000000
11100162         10000002000209080322f1050000000009083000000000000000
11100163         10000002000209080322f1060000000009083000000000000000
11100164         10000002000209080322f1070000000009083000000000000000
11100165         10000002000209080322f1080000000009083000000000000000
11100166         10000002000209080322f1090000000009083000000000000000
11100167         10000002000209080322f1100000000009083000000000000000
11100168         10000002000209080322f1110000000009083000000000000000
11100169         10000002000209080322f1120000000009083000000000000000
1110016a         10000002000209080322f1130000000009083000000000000000
1110016b         10000002000209080322f1140000000009083000000000000000
1110016c         10000002000209080322f1150000000009083000000000000000
1110016d         10000002000209080322f1160000000009083000000000000000
1110016e         10000002000209080322f1170000000009083000000000000000
1110016f         10000002000209080322f1180000000009083000000000000000
11100170         10000002000209080322f1190000000009083000000000000000
11100171         10000002000209080322f1200000000009083000000000000000
11100172         10000002000209080322f1210000000009083000000000000000
11100173         10000002000209080322f1220000000009083000000000000000
11100174         10000002000209080322f1230000000009083000000000000000
11100175         10000002000209080322f1240000000009083000000000000000
11100176         10000002000209080322f1250000000009083000000000000000
11100177         10000002000209080322f1260000000009083000000000000000
11100178         10000002000209080322f1270000000009083000000000000000
11100179         10000002000209080322f1280000000009083000000000000000
1110017a         10000002000209080322f1290000000009083000000000000000
1110017b         10000002000209080322f1300000000009083000000000000000
1110017c         10000002000209080322f1310000000009083000000000000000
1110017d         10000002000209080322f1320000000009083000000000000000
1110017e         10000002000209080322f1330000000009083000000000000000
1110017f         10000002000209080322f1340000000009083000000000000000
11100140         10000002000209080322d0470000000009083000000000000000
11100141         10000002000209080322d0480000000009083000000000000000
11100142         10000002000209080322d0490000000009083000000000000000
11100143         10000002000209080322d0500000000009083000000000000000
11100144         10000002000209080322d0510000000009083000000000000000
11100145         10000002000209080322d0520000000009083000000000000000
11100146         10000002000209080322d0530000000009083000000000000000
11100147         10000002000209080322d0540000000009083000000000000000
11100148         10000002000209080322d0550000000009083000000000000000
11100149         10000002000209080322d0560000000009083000000000000000
1110014a         10000002000209080322d0570000000009083000000000000000
1110014b         10000002000209080322d0580000000009083000000000000000
1110014c         10000002000209080322d0590000000009083000000000000000
1110014d         10000002000209080322d0600000000009083000000000000000
1110014e         10000002000209080322d0610000000009083000000000000000
1110014f         10000002000209080322d0620000000009083000000000000000
11100150         10000002000209080322d0630000000009083000000000000000
11100151         10000002000209080322d0640000000009083000000000000000
11100152         10000002000209080322d0650000000009083000000000000000
11100153         10000002000209080322d0660000000009083000000000000000
11100154         10000002000209080322d0670000000009083000000000000000
11100155         10000002000209080322d0680000000009083000000000000000
11100156         10000002000209080322d0690000000009083000000000000000
11100157         10000002000209080322fe000000000009083000000000000000
11100158         10000002000209080322fe010000000009083000000000000000
11100159         10000002000209080322fe070000000009083000000000000000
1110015a         10000002000209080322fe110000000009083000000000000000
1110015b         010280ff07d00908023e010000000000
1110015c         0102000000000908023e010000000000
1110015d         10000002000209080322f1000000000009083000000000000000
1110015e         10000002000209080322f1010000000009083000000000000000
1110015f         10000002000209080322f1020000000009083000000000000000
11100120         0908fc00052f20310300
11100121         0908fc00052f20320301
11100122         0908fc00052f20320302
11100123         0908fc00052f20320303
11100124         0908fc00052f20320304
11100125         0908fc00052f20380301
11100126         0908fc00052f20380300
11100127         010280ff07d00908023e800000000000
11100128         0102000000000908023e800000000000
11100129         10000002000209080319022c0000000009083000000000000000
1110012a         10000002000209080322f1880000000009083000000000000000
1110012b         10000002000209080322f1890000000009083000000000000000
1110012c         10000002000209080322f1910000000009083000000000000000
1110012d         10000002000209080322fd200000000009083000000000000000
1110012e         10000002000209080322d0830000000009083000000000000000
1110012f         10000002000209080322d0840000000009083000000000000000
11100130         10000002000209080322d0850000000009083000000000000000
11100131         10000002000209080322d4000000000009083000000000000000
11100132         10000002000209080322d4020000000009083000000000000000
11100133         10000002000209080322d0140000000009083000000000000000
11100134         10000002000209080322d0150000000009083000000000000000
11100135         10000002000209080322d0160000000009083000000000000000
11100136         10000002000209080322d0330000000009083000000000000000
11100137         10000002000209080322d0340000000009083000000000000000
11100138         10000002000209080322d0350000000009083000000000000000
11100139         10000002000209080322d0390000000009083000000000000000
1110013a         10000002000209080322d0400000000009083000000000000000
1110013b         10000002000209080322d0410000000009083000000000000000
1110013c         10000002000209080322d0420000000009083000000000000000
1110013d         10000002000209080322d0440000000009083000000000000000
1110013e         10000002000209080322d0450000000009083000000000000000
1110013f         10000002000209080322d0460000000009083000000000000000
11100100         1000000200020908032214690000000009083000000000000000
11100101         1000000200020908032214710000000009083000000000000000
11100102         1000000200020908032214720000000009083000000000000000
11100103         1000000200020908032214730000000009083000000000000000
11100104         1000000200020908032214740000000009083000000000000000
11100105         1000000200020908032214750000000009083000000000000000
11100106         1000000200020908032214760000000009083000000000000000
11100107         1000000200020908032214810000000009083000000000000000
11100108         1000000200020908032214820000000009083000000000000000
11100109         1000000200020908032215000000000009083000000000000000
1110010a         1000000200020908032215010000000009083000000000000000
1110010b         1000000200020908032215090000000009083000000000000000
1110010c         10000002000209080322150b0000000009083000000000000000
1110010d         1000000200020908032215220000000009083000000000000000
1110010e         10000002000209080322153d0000000009083000000000000000
1110010f         1000000200020908032215410000000009083000000000000000
11100110         1000000200020908032215420000000009083000000000000000
11100111         1000000200020908032216030000000009083000000000000000
11100112         1000000200020908032216160000000009083000000000000000
11100113         1000000200020908032216780000000009083000000000000000
11100114         1000000200020908032216790000000009083000000000000000
11100115         0908fc00052f20100301
11100116         0908fc00052f20100300
11100117         0908fc00052f20120301
11100118         0908fc00052f20120300
11100119         0908fc00052f20130301
1110011a         0908fc00052f20130300
1110011b         0908fc00052f20140301
1110011c         0908fc00052f20140300
1110011d         0908fc00052f20150301
1110011e         0908fc00052f20150300
1110011f         0908fc00052f20310301
111001e0         0908ec80052f61340302
111001e1         0908ec80052f61350301
111001e2         0908ec80052f61350302
111001e3         0908ec80052f61360301
111001e4         0908ec80052f61360302
111001e5         0908ec80052f61370301
111001e6         0908ec80052f61370302
111001e7         0908ec80052f61380301
111001e8         0908ec80052f61380302
111001e9         0908ec80052f61390301
111001ea         0908ec80052f61390302
111001eb         0908ec80052f61400301
111001ec         0908ec80052f61400302
111001ed         0908ec80052f61410301
111001ee         0908ec80052f61410302
111001ef         0908ec80052f61420301
111001f0         0908ec80052f61420302
111001f1         0908ecc0052ff0920100
111001f2         0908ecc0052ff0920200
111001f3         0908ecc0052ff0200101
111001f4         0908ecc0052ff0200100
111001f5         0908ecc0052ff0210100
111001f6         0908ecc0052ff0210101
111001f7         0908ecc0052ff0210102
111001f8         0908ecc0052ff0210200
111001f9         0908ecc0052ff0210201
111001fa         0908ecc0052ff0210202
111001fb         0908ecc0052ff0220101
111001fc         0908ecc0052ff0220100
111001fd         0908ecc0052ff0220201
111001fe         0908ecc0052ff0220200
111001ff         0908ecc0052ff0220301
111001c0         0908ec80052f610b0302
111001c1         0908ec80052f610c0301
111001c2         0908ec80052f610c0302
111001c3         0908ec80052f61100301
111001c4         0908ec80052f61100302
111001c5         0908ec80052f61110301
111001c6         0908ec80052f61110302
111001c7         0908ec80052f61120301
111001c8         0908ec80052f61120302
111001c9         0908ec80052f61130301
111001ca         0908ec80052f61130302
111001cb         0908ec80052f61140301
111001cc         0908ec80052f61140302
111001cd         0908ec80052f61200301
111001ce         0908ec80052f61200302
111001cf         0908ec80052f61210301
111001d0         0908ec80052f61210302
111001d1         0908ec80052f61220301
111001d2         0908ec80052f61220302
111001d3         0908ec80052f61230301
111001d4         0908ec80052f61230302
111001d5         0908ec80052f61240301
111001d6         0908ec80052f61240302
111001d7         0908ec80052f61250301
111001d8         0908ec80052f61250302
111001d9         0908ec80052f61310301
111001da         0908ec80052f61310302
111001db         0908ec80052f61320301
111001dc         0908ec80052f61320302
111001dd         0908ec80052f61330301
111001de         0908ec80052f61330302
111001df         0908ec80052f61340301
111001a0         1000000200020908032260050000000009083000000000000000
111001a1         1000000200020908032260060000000009083000000000000000
111001a2         1000000200020908032260070000000009083000000000000000
111001a3         1000000200020908032260110000000009083000000000000000
111001a4         1000000200020908032260130000000009083000000000000000
111001a5         1000000200020908032260140000000009083000000000000000
111001a6         1000000200020908032260150000000009083000000000000000
111001a7         1000000200020908032260160000000009083000000000000000
111001a8         1000000200020908032260170000000009083000000000000000
111001a9         1000000200020908032260180000000009083000000000000000
111001aa         1000000200020908032260190000000009083000000000000000
111001ab         1000000200020908032260200000000009083000000000000000
111001ac         1000000200020908032260210000000009083000000000000000
111001ad         0908ec80052f61000301
111001ae         0908ec80052f61000302
111001af         0908ec80052f61010301
111001b0         0908ec80052f61010302
111001b1         0908ec80052f61020301
111001b2         0908ec80052f61020302
111001b3         0908ec80052f61030301
111001b4         0908ec80052f61030302
111001b5         0908ec80052f61040301
111001b6         0908ec80052f61040302
111001b7         0908ec80052f61050301
111001b8         0908ec80052f61050302
111001b9         0908ec80052f61060301
111001ba         0908ec80052f61060302
111001bb         0908ec80052f61090301
111001bc         0908ec80052f61090302
111001bd         0908ec80052f610a0301
111001be         0908ec80052f610a0302
111001bf         0908ec80052f610b0301
11100180         10000002000209080322f1350000000009083000000000000000
11100181         10000002000209080322f1360000000009083000000000000000
11100182         10000002000209080322f1370000000009083000000000000000
11100183         10000002000209080322f1380000000009083000000000000000
11100184         0908fc20052fe0010300
11100185         0908fc20052fe0020300
11100186         0908fc20052fe0030300
11100187         0908fc20052fe0040300
11100188         0908fc20052fe0050300
11100189         0908fc20052fe0060300
1110018a         0908fc20052fe0070301
1110018b         0908fc20052fe0070302
1110018c         0908fc20052fe0080301
1110018d         0908fc20052fe0080302
1110018e         1000000200020908032230070000000009083000000000000000
1110018f         1000000200020908032230080000000009083000000000000000
11100190         1000000200020908032230090000000009083000000000000000
11100191         10000002000209080322300a0000000009083000000000000000
11100192         10000002000209080322300b0000000009083000000000000000
11100193         10000002000209080322300c0000000009083000000000000000
11100194         1000000200020908032230170000000009083000000000000000
11100195         1000000200020908032230180000000009083000000000000000
11100196         0908e240053101614201
11100197         0908e240053101614202
11100198         10000002000209080322f19d0000000009083000000000000000
11100199         0908e320052fd0000301
1110019a         0908e320052fd0000300
1110019b         1000000200020908032260000000000009083000000000000000
1110019c         1000000200020908032260010000000009083000000000000000
1110019d         1000000200020908032260020000000009083000000000000000
1110019e         1000000200020908032260030000000009083000000000000000
1110019f         1000000200020908032260040000000009083000000000000000
11100060         10000002000209080322012f0000000009083000000000000000
11100061         1000000200020908032201300000000009083000000000000000
11100062         1000000200020908032201310000000009083000000000000000
11100063         1000000200020908032201320000000009083000000000000000
11100064         1000000200020908032201340000000009083000000000000000
11100065         1000000200020908032201360000000009083000000000000000
11100066         1000000200020908032201370000000009083000000000000000
11100067         10000002000209080322013a0000000009083000000000000000
11100068         10000002000209080322013b0000000009083000000000000000
11100069         10000002000209080322013c0000000009083000000000000000
1110006a         10000002000209080322013d0000000009083000000000000000
1110006b         10000002000209080322013f0000000009083000000000000000
1110006c         1000000200020908032201400000000009083000000000000000
1110006d         1000000200020908032201410000000009083000000000000000
1110006e         1000000200020908032201430000000009083000000000000000
1110006f         1000000200020908032201440000000009083000000000000000
11100070         1000000200020908032201450000000009083000000000000000
11100071         1000000200020908032201460000000009083000000000000000
11100072         1000000200020908032201470000000009083000000000000000
11100073         1000000200020908032201480000000009083000000000000000
11100074         1000000200020908032201490000000009083000000000000000
11100075         1000000200020908032201520000000009083000000000000000
11100076         1000000200020908032201540000000009083000000000000000
11100077         1000000200020908032201560000000009083000000000000000
11100078         1000000200020908032201570000000009083000000000000000
11100079         1000000200020908032201580000000009083000000000000000
1110007a         1000000200020908032201590000000009083000000000000000
1110007b         10000002000209080322015a0000000009083000000000000000
1110007c         10000002000209080322015b0000000009083000000000000000
1110007d         10000002000209080322015c0000000009083000000000000000
1110007e         1000000200020908032201600000000009083000000000000000
1110007f         1000000200020908032201620000000009083000000000000000
11100040         10000002000209080322f1900000000009083000000000000000
11100041         10000002000209080322f1920000000009083000000000000000
11100042         10000002000209080322f1940000000009083000000000000000
11100043         10000002000209080322f1960000000009083000000000000000
11100044         10000002000209080322f1970000000009083000000000000000
11100045         10000002000209080322f1980000000009083000000000000000
11100046         10000002000209080322f1990000000009083000000000000000
11100047         1000000200020908032201000000000009083000000000000000
11100048         1000000200020908032201010000000009083000000000000000
11100049         1000000200020908032201030000000009083000000000000000
1110004a         1000000200020908032201040000000009083000000000000000
1110004b         1000000200020908032201050000000009083000000000000000
1110004c         1000000200020908032201060000000009083000000000000000
1110004d         1000000200020908032201090000000009083000000000000000
1110004e         10000002000209080322010b0000000009083000000000000000
1110004f         10000002000209080322010d0000000009083000000000000000
11100050         10000002000209080322010e0000000009083000000000000000
11100051         10000002000209080322010f0000000009083000000000000000
11100052         1000000200020908032201100000000009083000000000000000
11100053         1000000200020908032201110000000009083000000000000000
11100054         1000000200020908032201120000000009083000000000000000
11100055         10000002000209080322011b0000000009083000000000000000
11100056         1000000200020908032201200000000009083000000000000000
11100057         1000000200020908032201230000000009083000000000000000
11100058         1000000200020908032201240000000009083000000000000000
11100059         1000000200020908032201250000000009083000000000000000
1110005a         1000000200020908032201270000000009083000000000000000
1110005b         1000000200020908032201280000000009083000000000000000
1110005c         1000000200020908032201290000000009083000000000000000
1110005d         10000002000209080322012b0000000009083000000000000000
1110005e         10000002000209080322012c0000000009083000000000000000
1110005f         10000002000209080322012d0000000009083000000000000000
11100020         088411f13015070000
11100021         078311f130150000
11100022         088411f1301807ff00
11100023         088411f13018070000
11100024         078311f130180000
11100025         078311f1301a05d1
11100026         098511f1302007ff0100
11100027         098511f1302007000100
11100028         078311f130200000
11100029         098511f1302007ff0200
1110002a         098511f1302007000200
1110002b         098511f1302007ff0300
1110002c         098511f1302007000300
1110002d         098511f1302007ff0400
1110002e         098511f1302007000400
1110002f         088411f13023070100
11100030         078311f130230000
11100031         088411f1302407ff00
11100032         078311f130240000
11100033         088411f1303407ff00
11100034         088411f13034070000
11100035         078311f130340000
11100036         088411f1303607ff00
11100037         078311f130360000
11100038         078311f130700400
11100039         10000001000009080210030000000000
1110003a         010280ff07d00908023e000000000000
1110003b         0102000000000908023e000000000000
1110003c         1000000200020908031902090000000009083000000000000000
1110003d         10000002000209080414ffffff00000009083000000000000000
1110003e         10000002000209080322f1870000000009083000000000000000
1110003f         10000002000209080322f18b0000000009083000000000000000
11100001         02014000000119198111f181ff
11100002         0101800003e88111f13eff
11100003         0202400000008111f182ff
11100004         0101000000008111f13eff
11100005         0202400000008411f11800ff0000
11100006         0202400000008311f114000000
11100007         0202400000008211f11a9000
11100008         0202400000008211f11a9100
11100009         0202400000008211f11a9200
1110000a         0202400000008211f11a9400
1110000b         0202400000008211f11a9600
1110000c         0202400000008211f11a9700
1110000d         0202400000008211f11a9800
1110000e         0202400000008211f11a9a00
1110000f         0202400000008211f11a9f00
11100010         0202400000008211f1210100
11100011         088411f1301007ff00
11100012         088411f13010070000
11100013         078411f130100000
11100014         088411f13011070000
11100015         078311f130110000
11100016         088411f1301207ff00
11100017         088411f13012070000
11100018         078311f130120000
11100019         088411f1301307ff00
1110001a         088411f13013070000
1110001b         078311f130130000
1110001c         088411f1301407ff00
1110001d         088411f13014070000
1110001e         078311f130140000
1110001f         088411f1301507ff00
111000e0         1000000200020908032212280000000009083000000000000000
111000e1         1000000200020908032212350000000009083000000000000000
111000e2         1000000200020908032212360000000009083000000000000000
111000e3         1000000200020908032212370000000009083000000000000000
111000e4         1000000200020908032212380000000009083000000000000000
111000e5         1000000200020908032212390000000009083000000000000000
111000e6         10000002000209080322123f0000000009083000000000000000
111000e7         1000000200020908032212410000000009083000000000000000
111000e8         1000000200020908032212430000000009083000000000000000
111000e9         1000000200020908032212920000000009083000000000000000
111000ea         1000000200020908032212b00000000009083000000000000000
111000eb         1000000200020908032212b10000000009083000000000000000
111000ec         1000000200020908032212b40000000009083000000000000000
111000ed         1000000200020908032212b50000000009083000000000000000
111000ee         1000000200020908032212b70000000009083000000000000000
111000ef         1000000200020908032212b80000000009083000000000000000
111000f0         1000000200020908032212c50000000009083000000000000000
111000f1         1000000200020908032212d40000000009083000000000000000
111000f2         1000000200020908032212e20000000009083000000000000000
111000f3         1000000200020908032212e50000000009083000000000000000
111000f4         1000000200020908032212ed0000000009083000000000000000
111000f5         1000000200020908032212ef0000000009083000000000000000
111000f6         10000002000209080322131e0000000009083000000000000000
111000f7         10000002000209080322133c0000000009083000000000000000
111000f8         10000002000209080322133d0000000009083000000000000000
111000f9         10000002000209080322133e0000000009083000000000000000
111000fa         10000002000209080322133f0000000009083000000000000000
111000fb         1000000200020908032213440000000009083000000000000000
111000fc         1000000200020908032213450000000009083000000000000000
111000fd         1000000200020908032213460000000009083000000000000000
111000fe         10000002000209080322144b0000000009083000000000000000
111000ff         10000002000209080322144c0000000009083000000000000000
111000c0         1000000200020908032211920000000009083000000000000000
111000c1         1000000200020908032211930000000009083000000000000000
111000c2         10000002000209080322119b0000000009083000000000000000
111000c3         10000002000209080322119d0000000009083000000000000000
111000c4         10000002000209080322119e0000000009083000000000000000
111000c5         1000000200020908032211a00000000009083000000000000000
111000c6         1000000200020908032211a10000000009083000000000000000
111000c7         1000000200020908032211a30000000009083000000000000000
111000c8         1000000200020908032211a60000000009083000000000000000
111000c9         1000000200020908032211ac0000000009083000000000000000
111000ca         1000000200020908032211bb0000000009083000000000000000
111000cb         1000000200020908032211bd0000000009083000000000000000
111000cc         1000000200020908032211be0000000009083000000000000000
111000cd         1000000200020908032211c00000000009083000000000000000
111000ce         1000000200020908032211c10000000009083000000000000000
111000cf         1000000200020908032211d70000000009083000000000000000
111000d0         1000000200020908032211e40000000009083000000000000000
111000d1         1000000200020908032211e60000000009083000000000000000
111000d2         1000000200020908032211e80000000009083000000000000000
111000d3         1000000200020908032212000000000009083000000000000000
111000d4         1000000200020908032212010000000009083000000000000000
111000d5         1000000200020908032212020000000009083000000000000000
111000d6         1000000200020908032212030000000009083000000000000000
111000d7         1000000200020908032212040000000009083000000000000000
111000d8         1000000200020908032212050000000009083000000000000000
111000d9         1000000200020908032212060000000009083000000000000000
111000da         1000000200020908032212070000000009083000000000000000
111000db         1000000200020908032212080000000009083000000000000000
111000dc         1000000200020908032212120000000009083000000000000000
111000dd         10000002000209080322121a0000000009083000000000000000
111000de         10000002000209080322121e0000000009083000000000000000
111000df         1000000200020908032212270000000009083000000000000000
111000a0         0908fc00052f10010300
111000a1         0908fc00052f10020301
111000a2         0908fc00052f10020300
111000a3         0908fc00052f10030301
111000a4         0908fc00052f10030300
111000a5         0908fc00052f10040301
111000a6         0908fc00052f10040300
111000a7         0908fc00052f10050300
111000a8         0908fc00052f10060300
111000a9         0908fc00052f10100301
111000aa         0908fc00052f10100300
111000ab         0908fc00052f10110301
111000ac         0908fc00052f10110300
111000ad         0908fc00052f10120300
111000ae         10000002000209080322f18a0000000009083000000000000000
111000af         10000002000209080322f18c0000000009083000000000000000
111000b0         10000002000209080322f1930000000009083000000000000000
111000b1         10000002000209080322f1950000000009083000000000000000
111000b2         1000000200020908032211410000000009083000000000000000
111000b3         1000000200020908032211440000000009083000000000000000
111000b4         1000000200020908032211450000000009083000000000000000
111000b5         1000000200020908032211460000000009083000000000000000
111000b6         10000002000209080322114b0000000009083000000000000000
111000b7         10000002000209080322114e0000000009083000000000000000
111000b8         1000000200020908032211520000000009083000000000000000
111000b9         1000000200020908032211550000000009083000000000000000
111000ba         10000002000209080322115e0000000009083000000000000000
111000bb         1000000200020908032211640000000009083000000000000000
111000bc         10000002000209080322116f0000000009083000000000000000
111000bd         1000000200020908032211700000000009083000000000000000
111000be         1000000200020908032211710000000009083000000000000000
111000bf         1000000200020908032211900000000009083000000000000000
11100080         1000000200020908032201630000000009083000000000000000
11100081         1000000200020908032201640000000009083000000000000000
11100082         1000000200020908032201650000000009083000000000000000
11100083         1000000200020908032201660000000009083000000000000000
11100084         1000000200020908032201670000000009083000000000000000
11100085         1000000200020908032201680000000009083000000000000000
11100086         10000002000209080322016b0000000009083000000000000000
11100087         10000002000209080322016c0000000009083000000000000000
11100088         10000002000209080322016d0000000009083000000000000000
11100089         10000002000209080322016e0000000009083000000000000000
1110008a         10000002000209080322017b0000000009083000000000000000
1110008b         10000002000209080322017c0000000009083000000000000000
1110008c         10000002000209080322017d0000000009083000000000000000
1110008d         10000002000209080322017e0000000009083000000000000000
1110008e         10000002000209080322017f0000000009083000000000000000
1110008f         1000000200020908032201840000000009083000000000000000
11100090         1000000200020908032201850000000009083000000000000000
11100091         1000000200020908032201860000000009083000000000000000
11100092         1000000200020908032201870000000009083000000000000000
11100093         1000000200020908032201880000000009083000000000000000
11100094         1000000200020908032201890000000009083000000000000000
11100095         1000000200020908032202110000000009083000000000000000
11100096         1000000200020908032202120000000009083000000000000000
11100097         1000000200020908032202130000000009083000000000000000
11100098         1000000200020908032202140000000009083000000000000000
11100099         1000000200020908032202210000000009083000000000000000
1110009a         1000000200020908032202220000000009083000000000000000
1110009b         1000000200020908032202230000000009083000000000000000
1110009c         1000000200020908032202240000000009083000000000000000
1110009d         10000002000209080322d0000000000009083000000000000000
1110009e         10000002000209080322d0010000000009083000000000000000
1110009f         10000002000209080322d0050000000009083000000000000000
11164001         0d08e240092e3025000007040001
11164002         0d08e240092e3025000007030002
11164003         0d08e240092e3025000007030403
11164004         0d08e240092e3025000007060004
11164005         0d08e240092e3025000007060405
11164006         0d08e240092e3025000008000006
11164007         0d08e240092e3025000007050008
11164008         0d08e240092e3025000007050209
11164009         0d08e240092e302500000703020a
1116400a         0d08e240092e302500000706060b
11154001         0b08fc20043101ff02000000
11405001         0b08fc000322c00100000000
11405002         0b08fc00032ec00100000000
11406001         0b08fc000431010270000000
11400060         1000000200020908032219270000000009083000000000000000
11400061         10000002000209080322192b0000000009083000000000000000
11400062         1000000200020908032218050000000009083000000000000000
11400063         10000002000209080322191f0000000009083000000000000000
11400064         100000020002090803221b0f0000000009083000000000000000
11400065         1000000200020908032210010000000009083000000000000000
11400066         0908fc00052f500103ff
11400067         0908fc00052f50010300
11400068         0908fc00052f511003ff
11400069         0908fc00052f51100300
1140006a         0908fc00052f511103ff
1140006b         0908fc00052f51110300
1140006c         0908fc00052f511203ff
1140006d         0908fc00052f51120300
1140006e         0908fc00052f511303ff
1140006f         0908fc00052f51130300
11400070         0908fc00052f502103ff
11400071         0908fc00052f50210300
11400072         0908fc00052f510003ff
11400073         0908fc00052f51000300
11400074         0908fc00052f510103ff
11400075         0908fc00052f51010300
11400076         0908fc00052f510203ff
11400077         0908fc00052f51020300
11400078         0908fc00052f510303ff
11400079         0908fc00052f51030300
1140007a         0908fc00052f50190300
1140007b         0908fc00052f501903ff
1140007c         0908fc00052f50190301
1140007d         0908fc00052f500f03ff
1140007e         0908fc00052f500f0300
1140007f         0908fc00052f51330300
11400040         10000002000209080322195b0000000009083000000000000000
11400041         1000000200020908032218ba0000000009083000000000000000
11400042         1000000200020908032218ad0000000009083000000000000000
11400043         1000000200020908032218170000000009083000000000000000
