ffffff11         068200001a906d
00010013         10000002000209080322010d0000000009083000000000000000
0001001c         0808e400042fe00000
0001001d         0908e400052fe0010301
0001001e         0808e400042fe00100
0001001f         0908e400052fe0020301
00010018         1000000200020908032201080000000009083000000000000000
00010019         10000002000209080322010f0000000009083000000000000000
0001001a         1000000200020908032201100000000009083000000000000000
0001001b         0908e400052fe0000302
00010004         1000000200020908031902090000000009083000000000000000
00010005         1000000200020908061904000000ff0009083000000000000000
00010006         10000002000209080414ffffff00000009083000000000000000
00010007         10000002000209080322f1b00000000009083000000000000000
00010001         1000000200020908021001000000000009083000000000000000
00010002         0102a0ff07d00908023e800000000000
00010003         0102000000000908023e800000000000
0001000c         10000002000209080322f1890000000009083000000000000000
0001000d         10000002000209080322f1800000000009083000000000000000
0001000e         10000002000209080322f1990000000009083000000000000000
0001000f         1000000200020908032201090000000009083000000000000000
00010008         10000002000209080322f1900000000009083000000000000000
00010009         10000002000209080322f1870000000009083000000000000000
0001000a         10000002000209080322f18b0000000009083000000000000000
0001000b         10000002000209080322f1500000000009083000000000000000
00010034         0808e400042fe00900
00010035         0908e400052fe00a0301
00010036         0908e400052fe00a0300
00010037         0808e400042fe00a00
00010030         0908e400052fe0080300
00010031         0808e400042fe00800
00010032         0908e400052fe0090301
00010033         0908e400052fe0090300
0001003c         0908e400052fe00c0301
0001003d         0908e400052fe00c0300
0001003e         0808e400042fe00c00
0001003f         0908e400052fe00d0301
00010038         0908e400052fe00b0302
00010039         0908e400052fe00b0301
0001003a         0908e400052fe00b0300
0001003b         0808e400042fe00b00
00010024         0808e400042fe00300
00010025         0908e400052fe0040301
00010026         0908e400052fe0040300
00010027         0808e400042fe00400
00010020         0908e400052fe0020300
00010021         0808e400042fe00200
00010022         0908e400052fe0030301
00010023         0908e400052fe0030300
0001002c         0908e400052fe0060300
0001002d         0808e400042fe00600
0001002e         0908e400052fe0080302
0001002f         0908e400052fe0080301
00010028         0908e400052fe0050301
00010029         0908e400052fe0050300
0001002a         0808e400042fe00500
0001002b         0908e400052fe0060301
00010044         0808e400042fe00e00
00010045         0908e400052fe00f0301
00010046         0908e400052fe00f0300
00010047         0808e400042fe00f00
00010040         0908e400052fe00d0300
00010041         0808e400042fe00d00
00010042         0908e400052fe00e0301
00010043         0908e400052fe00e0300
000f0004         1000000200020908032205100000000009083000000000000000
000f0005         1000000200020908032205110000000009083000000000000000
000f0006         1000000200020908032205120000000009083000000000000000
000f0007         1000000200020908032205130000000009083000000000000000
000f0001         1000000200020908032205060000000009083000000000000000
000f0002         1000000200020908032205070000000009083000000000000000
000f0003         1000000200020908032205080000000009083000000000000000
000f0008         1000000200020908032205140000000009083000000000000000
000f0009         1000000200020908032205170000000009083000000000000000
000f000a         1000000200020908032205190000000009083000000000000000
000d0010         10000002000209080322fd0c0000000009083000000000000000
000d0011         10000002000209080322fd0d0000000009083000000000000000
000d0004         10000002000209080322fd020000000009083000000000000000
000d0005         10000002000209080322fd030000000009083000000000000000
000d0006         10000002000209080322fd040000000009083000000000000000
000d0007         10000002000209080322fd050000000009083000000000000000
000d0001         10000002000209080322f1930000000009083000000000000000
000d0002         10000002000209080322f1950000000009083000000000000000
000d0003         10000002000209080322fd010000000009083000000000000000
000d000c         10000002000209080322fd000000000009083000000000000000
000d000d         10000002000209080322fd090000000009083000000000000000
000d000e         10000002000209080322fd0a0000000009083000000000000000
000d000f         10000002000209080322fd0b0000000009083000000000000000
000d0008         10000002000209080322fd060000000009083000000000000000
000d0009         10000002000209080322fd070000000009083000000000000000
000d000a         10000002000209080322fd080000000009083000000000000000
000d000b         10000002000209080322fd0e0000000009083000000000000000
000c0001         0908e620052ff0800301
000c0002         0908e620052ff0800300
000c0003         0808e620042ff08000
000b0001         0908e600052ff0800301
000b0002         0908e600056ff0800300
000b0003         0808e600042ff08000
00080001         1000000200020908032203000000000009083000000000000000
00340001         10000002000209080322fa130000000009083000000000000000
00340002         10000002000209080322fa140000000009083000000000000000
00340003         10000002000209080322fa150000000009083000000000000000
00310001         10000002000209080322f1700000000009083000000000000000
00300014         0b08e6c0072f200003010300
00300010         0b08e6c0072f200003100300
00300011         0b08e6c0072f200003080300
00300012         0b08e6c0072f200003040300
00300013         0b08e6c0072f200003020300
00300004         10000002000209080322101c0000000009083000000000000000
00300005         10000002000209080322101d0000000009083000000000000000
00300006         1000000200020908032210040000000009083000000000000000
00300007         1000000200020908032210050000000009083000000000000000
00300001         10000002000209080322f0100000000009083000000000000000
00300002         1000000200020908032210020000000009083000000000000000
00300003         1000000200020908032210030000000009083000000000000000
0030000c         0b08e6c0072f200003800300
0030000d         0b08e6c0072f200003000300
0030000e         0b08e6c0072f200003400300
0030000f         0b08e6c0072f200003200300
00300008         1000000200020908032210060000000009083000000000000000
00300009         1000000200020908032210070000000009083000000000000000
0030000a         1000000200020908032210080000000009083000000000000000
0030000b         1000000200020908032210090000000009083000000000000000
00270001         1000000200020908032201800000000009083000000000000000
00230001         10000002000209080322f11d0000000009083000000000000000
00220014         1000000200020908032201fe0000000009083000000000000000
00220015         1000000200020908032201ff0000000009083000000000000000
00220016         1000000200020908032202000000000009083000000000000000
00220017         1000000200020908032202280000000009083000000000000000
00220010         1000000200020908032201fa0000000009083000000000000000
00220011         1000000200020908032201fb0000000009083000000000000000
00220012         1000000200020908032201fc0000000009083000000000000000
00220013         1000000200020908032201fd0000000009083000000000000000
0022001c         1000000200020908032201c10000000009083000000000000000
0022001d         1000000200020908032202010000000009083000000000000000
0022001e         1000000200020908032201c20000000009083000000000000000
0022001f         1000000200020908032201ed0000000009083000000000000000
00220018         1000000200020908032202260000000009083000000000000000
00220019         1000000200020908032202290000000009083000000000000000
0022001a         1000000200020908032201eb0000000009083000000000000000
0022001b         1000000200020908032201ec0000000009083000000000000000
00220004         1000000200020908032201f60000000009083000000000000000
00220005         1000000200020908032201f70000000009083000000000000000
00220006         1000000200020908032201f80000000009083000000000000000
00220007         1000000200020908032201f90000000009083000000000000000
00220001         10000002000209080322022a0000000009083000000000000000
00220002         1000000200020908032201c00000000009083000000000000000
00220003         1000000200020908032201f50000000009083000000000000000
0022000c         1000000200020908032201d90000000009083000000000000000
0022000d         1000000200020908032202170000000009083000000000000000
0022000e         1000000200020908032202180000000009083000000000000000
0022000f         10000002000209080322021b0000000009083000000000000000
00220008         1000000200020908032201da0000000009083000000000000000
00220009         1000000200020908032201db0000000009083000000000000000
0022000a         1000000200020908032201dc0000000009083000000000000000
0022000b         1000000200020908032201dd0000000009083000000000000000
00220024         1000000200020908032201b60000000009083000000000000000
00220025         1000000200020908032202030000000009083000000000000000
00220026         1000000200020908032201b70000000009083000000000000000
00220027         1000000200020908032201c50000000009083000000000000000
00220020         1000000200020908032201c30000000009083000000000000000
00220021         1000000200020908032201c40000000009083000000000000000
00220022         1000000200020908032202270000000009083000000000000000
00220023         1000000200020908032202020000000009083000000000000000
00210014         1000000200020908032202230000000009083000000000000000
00210015         1000000200020908032202240000000009083000000000000000
00210016         1000000200020908032201ef0000000009083000000000000000
00210017         1000000200020908032201ee0000000009083000000000000000
00210010         1000000200020908032202210000000009083000000000000000
00210011         10000002000209080322021c0000000009083000000000000000
00210012         10000002000209080322021d0000000009083000000000000000
00210013         1000000200020908032202220000000009083000000000000000
0021001c         1000000200020908032201c80000000009083000000000000000
0021001d         1000000200020908032201c90000000009083000000000000000
0021001e         1000000200020908032201ca0000000009083000000000000000
0021001f         1000000200020908032201cb0000000009083000000000000000
00210018         1000000200020908032201f00000000009083000000000000000
00210019         1000000200020908032201f10000000009083000000000000000
0021001a         1000000200020908032201f20000000009083000000000000000
0021001b         1000000200020908032201c70000000009083000000000000000
00210004         1000000200020908032201bf0000000009083000000000000000
00210005         1000000200020908032201c60000000009083000000000000000
00210006         1000000200020908032201f30000000009083000000000000000
00210007         1000000200020908032201f40000000009083000000000000000
00210001         10000002000209080322f18c0000000009083000000000000000
00210002         10000002000209080322f19d0000000009083000000000000000
00210003         10000002000209080322f1a80000000009083000000000000000
0021000c         1000000200020908032201ea0000000009083000000000000000
0021000d         10000002000209080322021e0000000009083000000000000000
0021000e         10000002000209080322021f0000000009083000000000000000
0021000f         1000000200020908032202200000000009083000000000000000
00210008         1000000200020908032202150000000009083000000000000000
00210009         1000000200020908032201b80000000009083000000000000000
0021000a         1000000200020908032201b90000000009083000000000000000
0021000b         1000000200020908032202160000000009083000000000000000
00210034         1000000200020908032201ce0000000009083000000000000000
00210035         1000000200020908032201cf0000000009083000000000000000
00210036         1000000200020908032201d00000000009083000000000000000
00210037         1000000200020908032201d10000000009083000000000000000
00210030         1000000200020908032201d30000000009083000000000000000
00210031         1000000200020908032201d40000000009083000000000000000
00210032         1000000200020908032201d50000000009083000000000000000
00210033         1000000200020908032201d60000000009083000000000000000
0021003c         1000000200020908032202070000000009083000000000000000
0021003d         1000000200020908032202090000000009083000000000000000
0021003e         10000002000209080322020d0000000009083000000000000000
0021003f         1000000200020908032202100000000009083000000000000000
00210038         1000000200020908032202050000000009083000000000000000
00210039         1000000200020908032202060000000009083000000000000000
0021003a         10000002000209080322020a0000000009083000000000000000
0021003b         10000002000209080322020b0000000009083000000000000000
00210024         1000000200020908032201e30000000009083000000000000000
00210025         1000000200020908032201e40000000009083000000000000000
00210026         1000000200020908032201e50000000009083000000000000000
00210027         1000000200020908032201e60000000009083000000000000000
00210020         1000000200020908032201cc0000000009083000000000000000
00210021         1000000200020908032201cd0000000009083000000000000000
00210022         1000000200020908032201de0000000009083000000000000000
00210023         1000000200020908032201df0000000009083000000000000000
0021002c         1000000200020908032201e10000000009083000000000000000
0021002d         1000000200020908032202040000000009083000000000000000
0021002e         1000000200020908032201d70000000009083000000000000000
0021002f         1000000200020908032201d80000000009083000000000000000
00210028         1000000200020908032201e70000000009083000000000000000
00210029         1000000200020908032201e80000000009083000000000000000
0021002a         1000000200020908032201e90000000009083000000000000000
0021002b         1000000200020908032201e00000000009083000000000000000
00210054         0c08e440082fe0510380000000
00210055         0c08e440082fe0510300010001
00210056         0c08e440082fe0510300010000
00210057         0c08e440082fe0510300020002
00210050         0c08e440082fe0510320000000
00210051         0c08e440082fe0510340004000
00210052         0c08e440082fe0510340000000
00210053         0c08e440082fe0510380008000
0021005c         0c08e440082fe0510300080000
0021005d         0c08e440082fe0510300100010
0021005e         0c08e440082fe0510300100000
0021005f         0908e440052fe0500304
00210058         0c08e440082fe0510300020000
00210059         0c08e440082fe0510300040004
0021005a         0c08e440082fe0510300040000
0021005b         0c08e440082fe0510300080008
00210044         0c08e440082fe0510301000100
00210045         0c08e440082fe0510301000000
00210046         0808e440042fe05100
00210047         0c08e440082fe0510302002102
00210040         1000000200020908032202110000000009083000000000000000
00210041         1000000200020908032202120000000009083000000000000000
00210042         1000000200020908032202130000000009083000000000000000
00210043         1000000200020908032202140000000009083000000000000000
0021004c         0c08e440082fe0510308000000
0021004d         0c08e440082fe0510310001000
0021004e         0c08e440082fe0510310000000
0021004f         0c08e440082fe0510320002000
00210048         0c08e440082fe0510302000000
00210049         0c08e440082fe0510304000400
0021004a         0c08e440082fe0510304000000
0021004b         0c08e440082fe0510308000800
00210060         0a08e440062fe052030100
00210061         0808e440042fe05200
00210062         0a08e440062fe052030200
00210063         0a08e440062fe052030400
00200014         1000000200020908032202bf0000000009083000000000000000
00200015         1000000200020908032202c00000000009083000000000000000
00200016         1000000200020908032202c10000000009083000000000000000
00200017         1000000200020908032202c20000000009083000000000000000
00200010         1000000200020908032202bb0000000009083000000000000000
00200011         1000000200020908032202bc0000000009083000000000000000
00200012         1000000200020908032202bd0000000009083000000000000000
00200013         1000000200020908032202be0000000009083000000000000000
0020001c         1000000200020908032202c70000000009083000000000000000
0020001d         1000000200020908032202c80000000009083000000000000000
0020001e         1000000200020908032202c90000000009083000000000000000
0020001f         1000000200020908032202ca0000000009083000000000000000
00200018         1000000200020908032202c30000000009083000000000000000
00200019         1000000200020908032202c40000000009083000000000000000
0020001a         1000000200020908032202c50000000009083000000000000000
0020001b         1000000200020908032202c60000000009083000000000000000
00200004         1000000200020908032201130000000009083000000000000000
00200005         1000000200020908032202b00000000009083000000000000000
00200006         1000000200020908032202b10000000009083000000000000000
00200007         1000000200020908032202b20000000009083000000000000000
00200001         10000002000209080322f1330000000009083000000000000000
00200002         1000000200020908032201110000000009083000000000000000
00200003         1000000200020908032201120000000009083000000000000000
0020000c         1000000200020908032202b70000000009083000000000000000
0020000d         1000000200020908032202b80000000009083000000000000000
0020000e         1000000200020908032202b90000000009083000000000000000
0020000f         1000000200020908032202ba0000000009083000000000000000
00200008         1000000200020908032202b30000000009083000000000000000
00200009         1000000200020908032202b40000000009083000000000000000
0020000a         1000000200020908032202b50000000009083000000000000000
0020000b         1000000200020908032202b60000000009083000000000000000
00200034         0908e400052ff0510302
00200035         0908e400052ff0510300
00200036         0808e400042ff05100
00200037         0908e400052ff0520301
00200030         0908e400052ff0500301
00200031         0908e400052ff0500300
00200032         0808e400042ff05000
00200033         0908e400052ff0510301
0020003c         0808e400042ff05300
0020003d         0908e400052ff0540301
0020003e         0908e400052ff0540300
0020003f         0808e400042ff05400
00200038         0908e400052ff0520300
00200039         0808e400042ff05200
0020003a         0908e400052ff0530301
0020003b         0908e400052ff0530300
00200024         1000000200020908032202cf0000000009083000000000000000
00200025         1000000200020908032202d00000000009083000000000000000
00200026         1000000200020908032202d10000000009083000000000000000
00200027         1000000200020908032202d20000000009083000000000000000
00200020         1000000200020908032202cb0000000009083000000000000000
00200021         1000000200020908032202cc0000000009083000000000000000
00200022         1000000200020908032202cd0000000009083000000000000000
00200023         1000000200020908032202ce0000000009083000000000000000
0020002c         1000000200020908032202d70000000009083000000000000000
0020002d         1000000200020908032202d80000000009083000000000000000
0020002e         1000000200020908032202d90000000009083000000000000000
0020002f         0908e400052fe000030b
00200028         1000000200020908032202d30000000009083000000000000000
00200029         1000000200020908032202d40000000009083000000000000000
0020002a         1000000200020908032202d50000000009083000000000000000
0020002b         1000000200020908032202d60000000009083000000000000000
00200054         0908e400052ff05a0301
00200055         0908e400052ff05a0300
00200056         0808e400042ff05a00
00200057         0908e400052ff05b0301
00200050         0808e400042ff05800
00200051         0908e400052ff0590301
00200052         0908e400052ff0590300
00200053         0808e400042ff05900
0020005c         0808e400042ff05c00
0020005d         0908e400052ff05d0301
0020005e         0908e400052ff05d0300
0020005f         0808e400042ff05d00
00200058         0908e400052ff05b0300
00200059         0808e400042ff05b00
0020005a         0908e400052ff05c0301
0020005b         0908e400052ff05c0300
00200044         0808e400042ff05600
00200045         0908e400052ff0560302
00200046         0908e400052ff0560303
00200047         0908e400052ff0560304
00200040         0908e400052ff0550300
00200041         0808e400042ff05500
00200042         0908e400052ff0560300
00200043         0908e400052ff0560301
0020004c         0908e400052ff0570300
0020004d         0808e400042ff05700
0020004e         0908e400052ff0580301
0020004f         0908e400052ff0580300
00200048         0908e400052ff0560305
00200049         0908e400052ff0560306
0020004a         0908e400052ff0560307
0020004b         0908e400052ff0570301
00200064         0908e400052ff0600300
00200065         0808e400042ff06000
00200066         0908e400052ff0610301
00200067         0908e400052ff0610300
00200060         0908e400052ff05e0301
00200061         0908e400052ff05e0300
00200062         0808e400042ff05e00
00200063         0908e400052ff0600301
0020006c         0908e400052ff0630301
0020006d         0908e400052ff0630300
0020006e         0808e400042ff06300
0020006f         0908e400052fe0080303
00200068         0808e400042ff06100
00200069         0908e400052ff0620301
0020006a         0908e400052ff0620300
0020006b         0808e400042ff06200
002c0014         0808fc60042ff02600
002c0015         0908fc60052ff0270302
002c0016         0908fc60052ff0270301
002c0017         0808fc60042ff02700
002c0010         0908fc60052ff0250301
002c0011         0808fc60042ff02500
002c0012         0908fc60052ff0260302
002c0013         0908fc60052ff0260301
002c0004         0908fc60052ff0210301
002c0005         0808fc60042ff02100
002c0006         0908fc60052ff0220302
002c0007         0908fc60052ff0220301
002c0001         1000000200020908032208010000000009083000000000000000
002c0002         1000000200020908032208040000000009083000000000000000
002c0003         0908fc60052ff0210302
002c000c         0908fc60052ff0240302
002c000d         0908fc60052ff0240301
002c000e         0808fc60042ff02400
002c000f         0908fc60052ff0250302
002c0008         0808fc60042ff02200
002c0009         0908fc60052ff0230302
002c000a         0908fc60052ff0230301
002c000b         0808fc60042ff02300
002a0001         1000000200020908032205090000000009083000000000000000
002a0002         10000002000209080322050a0000000009083000000000000000
00510014         0908f240052fe0d30301
00510015         0908f240052fe0d30302
00510016         0908f240052fe0d30300
00510017         0808f240042fe0d300
00510010         0908f240052fe0d20301
00510011         0908f240052fe0d20302
00510012         0908f240052fe0d20300
00510013         0808f240042fe0d200
00510004         10000002000209080322f1fc0000000009083000000000000000
00510005         10000002000209080322f1fd0000000009083000000000000000
00510006         10000002000209080322f1fe0000000009083000000000000000
00510007         10000002000209080322f1ff0000000009083000000000000000
00510001         10000002000209080322f1f80000000009083000000000000000
00510002         10000002000209080322f1f90000000009083000000000000000
00510003         10000002000209080322f1fb0000000009083000000000000000
0051000c         0908f240052fe0d10301
0051000d         0908f240052fe0d10302
0051000e         0908f240052fe0d10300
0051000f         0808f240042fe0d100
00510008         0908f240052fe0d00301
00510009         0908f240052fe0d00302
0051000a         0908f240052fe0d00300
0051000b         0808f240042fe0d000
00420001         0c08e440082fe0510302000200
00400001         0908e400052fe0000300
00400002         0908e400052fe0010300
00400003         0a08e400062702dcf2fd96
004a0004         10000002000209080322f1810000000009083000000000000000
004a0001         10000002000209080322f1920000000009083000000000000000
004a0002         10000002000209080322f1940000000009083000000000000000
004a0003         10000002000209080322f1980000000009083000000000000000
00480014         1008e6c00c2ffd0e037e000000ffffff00
00480015         1008e6c00c2ffd0e03de0f0100ffffff00
00480016         1008e6c00c2ffd0e035e000000ffffff00
00480017         1008e6c00c2ffd0e03be0f0100ffffff00
00480010         1008e6c00c2ffd0e030e000000ffffff00
00480011         1008e6c00c2ffd0e03f60f0100ffffff00
00480012         1008e6c00c2ffd0e031e000000ffffff00
00480013         1008e6c00c2ffd0e03ee0f0100ffffff00
0048001c         1008e6c00c2ffd0e03fe030000ffffff00
0048001d         1008e6c00c2ffd0e03fe0d0100ffffff00
0048001e         1008e6c00c2ffd0e03fe070000ffffff00
